Common_Name,Habitat_Type,Obs_Depth_m,Body_Length_cm,Body_Weight_kg,Sex,Water_Temp_C,Salinity_ppt,pH,Estimated_Age_yr
Mahi-Mahi,Marine,216.7,230.6,43.445,Juvenile,4.7,35.4,8.09,2.2
Blue Marlin,Marine,640.8,430.3,584.181,Female,3.7,33.1,8.19,9.7
Blue Marlin,Marine,812.9,442.0,836.788,Female,1.3,33.1,8.21,12.3
Swordfish,Marine,299.1,275.8,671.203,Male,4.7,34.2,7.56,1.9
Mahi-Mahi,Marine,243.5,210.7,31.568,Juvenile,4.0,36.2,8.38,3.1
Yellowfin Tuna,Marine,339.8,187.4,239.095,Male,1.0,34.1,7.72,2.8
Blue Marlin,Marine,614.4,609.5,912.095,Male,1.1,34.8,7.87,14.1
Mahi-Mahi,Marine,145.1,195.4,50.093,Male,24.0,34.2,7.99,3.3
Yellowfin Tuna,Marine,536.0,177.6,226.107,Female,3.3,34.4,7.6,4.2
Yellowfin Tuna,Marine,762.0,235.6,262.842,Male,1.2,34.2,7.54,3.8
Sailfish,Marine,125.3,342.7,96.319,Male,24.3,36.8,7.67,7.1
Blue Marlin,Marine,401.9,349.6,1017.249,Juvenile,1.4,33.1,7.55,8.5
Mahi-Mahi,Marine,136.4,233.4,35.288,Female,23.8,34.9,8.25,0.0
Yellowfin Tuna,Marine,314.5,204.0,204.229,Juvenile,4.9,33.7,7.68,3.2
Bluefin Tuna,Marine,333.8,317.0,637.328,Male,2.5,33.1,7.92,9.4
Mahi-Mahi,Marine,0.0,204.8,47.089,Female,18.0,35.7,7.77,1.3
Blue Marlin,Marine,726.3,500.2,895.811,Juvenile,5.5,33.8,7.99,8.7
Swordfish,Marine,414.8,404.4,710.589,Female,3.2,34.3,8.34,1.3
Swordfish,Marine,232.2,362.3,653.755,Male,3.5,34.5,7.87,6.2
Sailfish,Marine,292.5,320.9,103.087,Juvenile,5.0,33.4,8.31,8.6
Mahi-Mahi,Marine,150.3,195.8,61.284,Juvenile,23.7,34.5,7.5,0.8
Mahi-Mahi,Marine,148.4,245.3,39.733,Male,27.4,34.4,7.85,2.0
Sailfish,Marine,334.1,286.2,86.135,Male,5.6,35.2,7.67,7.4
Bluefin Tuna,Marine,680.5,489.0,413.029,Female,3.3,36.4,8.4,13.6
Wahoo,Marine,213.9,260.3,90.108,Juvenile,2.7,33.4,7.91,5.5
Wahoo,Marine,203.8,272.6,62.754,Female,3.0,35.3,7.91,5.9
Mahi-Mahi,Marine,272.2,173.3,50.27,Female,5.0,35.8,7.96,1.1
Swordfish,Marine,340.8,377.0,714.481,Juvenile,5.7,35.4,7.82,3.2
Blue Marlin,Marine,819.3,475.6,829.105,Male,1.5,36.0,7.94,17.1
Wahoo,Marine,117.4,237.4,96.815,Female,25.3,35.4,7.81,0.8
Albacore Tuna,Marine,265.2,143.2,78.103,Juvenile,4.4,34.3,7.54,7.6
Albacore Tuna,Marine,62.2,165.4,59.253,Male,18.1,35.8,7.95,8.1
Sailfish,Marine,323.2,431.7,116.153,Juvenile,2.2,36.7,8.16,9.1
Blue Marlin,Marine,273.4,559.8,981.749,Juvenile,2.5,35.9,7.52,14.1
Mahi-Mahi,Marine,142.9,203.5,33.038,Male,22.1,34.7,8.01,3.4
Sailfish,Marine,290.6,288.9,105.818,Male,5.2,36.2,8.4,5.5
Bluefin Tuna,Marine,337.9,410.6,513.569,Female,4.2,34.7,8.05,29.3
Swordfish,Marine,540.1,334.5,640.661,Male,5.6,35.5,7.72,4.2
Mahi-Mahi,Marine,60.7,199.9,29.13,Female,22.0,35.7,7.9,3.5
Sailfish,Marine,26.9,360.1,67.107,Female,24.1,36.3,7.91,2.0
Bluefin Tuna,Marine,479.8,348.5,603.093,Female,3.9,34.4,7.59,21.8
Bluefin Tuna,Marine,99.8,394.3,483.385,Juvenile,21.6,36.2,8.36,16.1
Albacore Tuna,Marine,347.5,171.4,50.548,Female,4.3,36.7,7.69,3.4
Yellowfin Tuna,Marine,347.3,177.5,282.281,Female,2.6,35.5,7.63,4.7
Mahi-Mahi,Marine,78.4,188.5,40.549,Juvenile,29.1,34.2,8.25,3.0
Albacore Tuna,Marine,192.3,134.8,85.038,Male,23.2,36.9,7.62,6.2
Yellowfin Tuna,Marine,624.8,234.9,175.141,Male,1.1,33.2,8.36,5.6
Wahoo,Marine,106.6,267.4,59.451,Female,23.6,36.9,8.21,4.5
Yellowfin Tuna,Marine,731.5,164.5,274.723,Juvenile,3.6,36.5,7.88,3.3
Wahoo,Marine,212.5,256.7,98.571,Female,2.1,36.3,7.96,5.6
Albacore Tuna,Marine,288.3,85.8,60.453,Juvenile,3.9,35.7,8.22,8.7
Wahoo,Marine,0.3,245.6,68.731,Male,21.9,34.0,7.97,0.7
Albacore Tuna,Marine,219.6,180.4,37.417,Male,2.0,34.2,7.79,4.5
Mahi-Mahi,Marine,25.7,198.1,51.099,Male,27.1,33.2,7.81,3.8
Albacore Tuna,Marine,222.6,146.7,51.707,Male,4.3,36.2,7.92,9.5
Bluefin Tuna,Marine,543.7,326.0,750.236,Juvenile,1.4,36.9,8.15,17.1
Sailfish,Marine,204.9,289.3,101.267,Female,4.2,36.6,7.77,7.9
Wahoo,Marine,210.6,321.9,75.645,Juvenile,4.2,36.1,8.19,3.1
Albacore Tuna,Marine,329.4,128.9,57.773,Juvenile,3.6,35.3,7.54,9.0
Bluefin Tuna,Marine,537.8,364.9,704.717,Male,4.7,36.9,7.72,14.0
Mahi-Mahi,Marine,149.1,224.0,43.137,Male,24.4,34.4,8.27,3.0
Swordfish,Marine,459.9,401.0,559.509,Female,1.6,35.7,7.83,6.1
Sailfish,Marine,233.8,314.8,87.69,Female,5.5,35.9,8.21,7.6
Bluefin Tuna,Marine,408.0,330.6,551.661,Male,1.9,35.3,8.1,24.0
Mahi-Mahi,Marine,213.6,211.7,35.598,Juvenile,2.8,33.1,8.19,1.3
Albacore Tuna,Marine,319.9,105.2,50.934,Juvenile,3.1,35.7,8.29,7.3
Swordfish,Marine,421.8,361.0,505.824,Female,5.2,34.2,7.86,5.2
Albacore Tuna,Marine,193.8,129.1,58.825,Juvenile,25.5,35.1,8.11,3.2
Sailfish,Marine,210.7,316.3,103.69,Juvenile,4.7,33.5,8.1,4.1
Swordfish,Marine,0.0,326.7,477.533,Female,19.3,35.9,7.83,6.5
Yellowfin Tuna,Marine,748.7,157.8,207.38,Male,4.2,33.4,7.66,3.1
Albacore Tuna,Marine,184.3,134.0,60.886,Female,18.4,34.6,7.61,6.9
Bluefin Tuna,Marine,584.4,344.6,474.518,Male,3.3,34.5,7.91,20.5
Mahi-Mahi,Marine,120.9,205.6,44.243,Female,28.3,36.8,7.65,2.9
Sailfish,Marine,257.2,356.1,66.053,Juvenile,2.9,33.9,8.2,4.5
Mahi-Mahi,Marine,131.6,159.5,48.4,Female,24.0,36.5,7.7,3.0
Swordfish,Marine,246.9,476.5,518.423,Juvenile,4.6,34.9,7.58,0.8
Swordfish,Marine,448.9,404.8,701.647,Male,5.6,36.4,7.81,6.8
Wahoo,Marine,235.5,254.9,70.61,Female,3.9,33.9,8.26,8.6
Swordfish,Marine,463.5,389.0,708.057,Female,2.2,36.1,7.58,7.7
Wahoo,Marine,246.6,215.9,78.793,Male,4.1,34.2,8.26,5.5
Mahi-Mahi,Marine,191.3,219.8,35.046,Female,22.5,35.4,7.73,3.0
Sailfish,Marine,93.9,321.6,73.924,Female,26.1,33.4,7.83,5.2
Wahoo,Marine,241.8,243.2,64.878,Female,4.7,34.2,8.17,8.1
Sailfish,Marine,154.1,281.9,81.81,Male,21.2,35.9,7.84,7.5
Mahi-Mahi,Marine,49.3,224.7,44.46,Female,24.3,35.8,8.0,1.4
Blue Marlin,Marine,530.6,618.6,699.269,Juvenile,1.9,35.3,8.31,21.3
Yellowfin Tuna,Marine,145.8,255.4,277.945,Juvenile,18.8,33.0,8.24,2.2
Mahi-Mahi,Marine,8.7,173.7,37.915,Juvenile,22.5,36.5,7.68,2.0
Swordfish,Marine,597.8,336.1,608.775,Female,4.2,34.0,7.8,6.6
Bluefin Tuna,Marine,326.3,471.9,499.472,Female,4.9,36.6,8.02,12.6
Bluefin Tuna,Marine,646.9,374.1,696.832,Female,2.0,35.0,8.18,12.5
Yellowfin Tuna,Marine,458.3,217.5,218.393,Female,5.4,36.4,7.96,5.9
Swordfish,Marine,0.0,443.6,673.548,Juvenile,19.6,35.6,7.6,6.9
Bluefin Tuna,Marine,413.4,343.4,512.129,Male,2.1,35.1,7.57,18.0
Swordfish,Marine,691.3,467.9,573.053,Juvenile,5.0,34.1,8.22,10.1
Swordfish,Marine,587.8,390.4,449.156,Male,1.8,35.6,7.63,3.4
Mahi-Mahi,Marine,144.3,166.9,35.096,Female,24.5,36.5,7.51,1.9
Wahoo,Marine,236.4,263.6,84.132,Juvenile,3.8,35.7,7.54,3.9
Albacore Tuna,Marine,297.4,146.6,66.24,Female,1.1,33.6,7.76,6.6
Wahoo,Marine,241.1,282.0,77.537,Male,1.1,34.7,8.22,4.8
Swordfish,Marine,461.3,526.1,643.702,Female,5.9,35.7,8.08,7.8
Mahi-Mahi,Marine,147.6,256.4,38.702,Juvenile,18.2,34.5,7.67,1.7
Mahi-Mahi,Marine,168.4,204.2,41.523,Juvenile,24.8,33.1,7.82,3.0
Sailfish,Marine,199.7,296.7,105.032,Juvenile,24.5,33.3,7.94,4.7
Bluefin Tuna,Marine,275.7,483.8,399.898,Female,3.2,34.3,7.62,17.3
Swordfish,Marine,331.0,354.0,716.59,Juvenile,2.7,33.4,7.56,7.0
Albacore Tuna,Marine,120.6,135.6,67.933,Female,29.0,36.1,7.71,6.0
Bluefin Tuna,Marine,422.1,376.4,839.873,Juvenile,4.8,36.8,8.4,18.8
Swordfish,Marine,237.0,434.5,572.485,Female,1.7,36.8,8.21,4.0
Yellowfin Tuna,Marine,453.5,199.5,223.944,Male,2.3,34.2,8.19,4.0
Mahi-Mahi,Marine,170.8,183.9,35.723,Female,24.5,33.7,7.59,3.9
Blue Marlin,Marine,847.1,542.8,674.74,Female,4.2,34.4,8.35,7.3
Albacore Tuna,Marine,196.4,137.3,81.596,Male,27.3,33.2,8.4,5.2
Mahi-Mahi,Marine,210.9,214.8,45.2,Juvenile,2.7,35.1,8.25,2.3
Yellowfin Tuna,Marine,585.8,222.5,228.82,Male,1.0,34.5,7.8,3.0
Blue Marlin,Marine,501.4,508.8,960.856,Male,5.9,34.0,8.37,16.0
Swordfish,Marine,513.3,366.1,512.023,Juvenile,2.6,34.2,7.75,3.9
Albacore Tuna,Marine,600.0,138.4,45.125,Juvenile,2.3,36.7,7.54,9.5
Wahoo,Marine,100.9,242.8,99.29,Male,20.2,36.3,7.73,6.7
Swordfish,Marine,192.0,509.2,652.062,Juvenile,29.3,34.7,8.0,4.0
Sailfish,Marine,98.2,332.6,104.118,Juvenile,28.1,34.6,7.83,6.5
Wahoo,Marine,335.0,254.4,57.92,Female,4.9,35.7,7.6,2.3
Swordfish,Marine,7.6,436.9,455.465,Male,21.3,35.6,8.39,6.2
Wahoo,Marine,304.5,256.8,93.304,Female,1.4,34.4,7.86,7.0
Sailfish,Marine,241.6,296.1,80.993,Male,2.3,34.6,8.11,7.1
Blue Marlin,Marine,121.7,572.7,822.92,Female,23.2,36.7,7.87,15.3
Mahi-Mahi,Marine,149.5,227.2,40.697,Juvenile,27.3,35.7,7.95,2.4
Blue Marlin,Marine,381.2,538.9,1161.162,Male,2.6,35.1,8.26,13.2
Swordfish,Marine,758.2,324.9,674.243,Juvenile,1.6,34.7,8.35,5.1
Swordfish,Marine,333.0,534.6,480.937,Female,1.3,35.4,7.85,9.4
Swordfish,Marine,456.0,421.7,606.121,Male,3.4,33.5,7.71,6.7
Yellowfin Tuna,Marine,463.3,231.8,113.742,Female,3.3,35.2,7.67,3.4
Swordfish,Marine,276.9,312.6,502.644,Male,1.7,33.8,7.69,6.2
Sailfish,Marine,334.6,356.9,73.546,Juvenile,4.8,34.0,7.9,4.5
Albacore Tuna,Marine,407.6,142.2,40.849,Male,5.2,35.6,7.55,7.0
Swordfish,Marine,533.4,383.3,650.19,Female,2.2,33.9,7.74,5.9
Bluefin Tuna,Marine,274.0,347.3,537.387,Juvenile,5.1,35.8,8.23,25.4
Sailfish,Marine,269.4,311.8,106.348,Male,2.5,34.3,8.02,2.7
Albacore Tuna,Marine,219.9,132.4,52.64,Female,4.7,33.7,8.14,5.5
Albacore Tuna,Marine,589.3,133.0,56.919,Juvenile,5.0,34.6,7.68,9.3
Mahi-Mahi,Marine,15.8,214.9,32.369,Male,21.0,36.0,7.66,1.1
Wahoo,Marine,207.8,270.1,118.965,Female,4.3,33.8,8.4,4.8
Mahi-Mahi,Marine,111.4,235.2,23.539,Female,29.6,36.7,8.03,2.7
Mahi-Mahi,Marine,103.9,253.6,36.649,Female,29.2,34.1,7.67,3.6
Mahi-Mahi,Marine,258.5,214.2,56.954,Male,3.9,33.2,7.51,4.1
Albacore Tuna,Marine,148.4,130.5,70.441,Juvenile,18.4,36.3,7.92,6.0
Blue Marlin,Marine,651.2,443.5,562.854,Juvenile,3.7,33.7,7.62,18.8
Albacore Tuna,Marine,225.8,103.8,63.392,Juvenile,4.1,34.9,8.07,8.9
Swordfish,Marine,784.9,460.7,751.323,Female,5.5,35.4,7.71,1.9
Blue Marlin,Marine,0.0,474.8,975.435,Juvenile,22.3,36.1,7.85,10.1
Bluefin Tuna,Marine,774.1,312.7,667.182,Female,1.8,34.4,8.24,7.7
Swordfish,Marine,0.0,368.9,579.069,Male,22.8,36.6,7.55,6.3
Bluefin Tuna,Marine,316.2,431.8,696.943,Male,3.5,33.5,8.05,21.5
Bluefin Tuna,Marine,453.7,463.7,505.873,Juvenile,2.1,35.2,7.9,19.2
Swordfish,Marine,96.4,471.9,626.56,Juvenile,19.1,34.9,7.55,1.6
Sailfish,Marine,239.7,302.7,85.036,Female,3.8,35.3,7.9,6.0
Wahoo,Marine,98.7,266.7,84.422,Juvenile,30.0,33.5,8.19,5.9
Blue Marlin,Marine,427.3,434.4,1037.242,Female,3.0,35.9,7.91,13.2
Swordfish,Marine,457.9,347.0,602.365,Male,4.3,36.3,8.21,4.8
Mahi-Mahi,Marine,36.0,198.3,37.463,Male,24.7,34.1,7.59,3.7
Sailfish,Marine,287.8,310.8,121.378,Juvenile,4.7,34.1,8.01,4.8
Blue Marlin,Marine,245.5,486.8,932.926,Male,1.1,34.5,7.99,15.2
Bluefin Tuna,Marine,427.3,363.6,453.177,Juvenile,5.8,35.9,7.9,13.3
Bluefin Tuna,Marine,575.3,474.1,480.117,Juvenile,1.5,35.6,8.14,13.9
Swordfish,Marine,377.3,412.6,548.726,Juvenile,1.2,33.6,7.7,7.9
Yellowfin Tuna,Marine,832.5,270.1,197.708,Female,2.0,33.5,7.59,2.4
Albacore Tuna,Marine,392.3,116.4,62.23,Female,4.5,33.6,8.01,7.9
Sailfish,Marine,42.1,290.2,124.674,Male,18.9,36.0,8.09,7.6
Mahi-Mahi,Marine,104.4,193.6,44.957,Male,18.0,34.9,7.72,4.0
Blue Marlin,Marine,702.9,568.7,950.114,Juvenile,4.6,34.9,8.2,15.3
Sailfish,Marine,139.8,358.9,68.72,Female,24.0,36.9,8.36,8.0
Mahi-Mahi,Marine,140.5,174.8,42.384,Juvenile,29.2,33.6,8.13,1.2
Yellowfin Tuna,Marine,328.1,205.5,233.04,Juvenile,5.4,34.5,8.1,3.5
Sailfish,Marine,206.4,338.8,76.951,Juvenile,4.7,35.9,7.67,5.3
Blue Marlin,Marine,1000.0,442.7,725.627,Female,5.7,36.4,8.25,7.6
Mahi-Mahi,Marine,60.7,244.6,51.791,Male,18.4,35.7,8.16,3.6
Albacore Tuna,Marine,208.7,129.0,60.625,Female,2.0,34.8,7.93,7.9
Bluefin Tuna,Marine,378.4,470.8,531.101,Male,3.7,36.4,8.01,19.4
Albacore Tuna,Marine,229.0,126.5,48.261,Juvenile,4.4,35.0,8.12,5.9
Bluefin Tuna,Marine,342.0,456.3,495.628,Juvenile,4.7,36.9,7.65,13.0
Blue Marlin,Marine,216.9,473.4,790.598,Juvenile,5.6,36.0,8.0,12.8
Wahoo,Marine,153.6,236.9,107.388,Female,19.3,33.1,8.29,5.2
Yellowfin Tuna,Marine,602.7,231.4,260.228,Juvenile,1.2,35.6,7.65,2.9
Swordfish,Marine,371.2,472.4,698.172,Juvenile,1.4,34.9,8.25,5.4
Yellowfin Tuna,Marine,622.5,223.8,217.805,Female,5.4,34.0,7.94,3.4
Mahi-Mahi,Marine,99.6,217.1,47.043,Male,22.1,34.4,7.75,1.0
Albacore Tuna,Marine,381.9,135.7,65.779,Juvenile,1.8,34.5,7.98,4.6
Wahoo,Marine,77.1,210.6,94.643,Female,29.1,34.2,7.67,3.1
Sailfish,Marine,306.8,312.5,67.145,Female,5.2,36.9,7.69,7.6
Swordfish,Marine,540.1,493.1,590.191,Juvenile,3.9,35.9,8.03,2.1
Yellowfin Tuna,Marine,325.6,173.5,196.775,Male,2.2,34.7,7.84,2.7
Mahi-Mahi,Marine,81.0,212.9,48.996,Female,19.2,33.5,8.4,2.3
Bluefin Tuna,Marine,604.0,375.2,456.718,Juvenile,2.7,34.6,7.54,19.8
Albacore Tuna,Marine,309.8,140.7,62.12,Female,2.2,35.9,8.39,8.5
Wahoo,Marine,217.5,246.8,108.029,Female,2.5,36.8,8.2,4.2
Yellowfin Tuna,Marine,405.0,191.6,166.857,Juvenile,4.5,34.3,8.31,1.9
Sailfish,Marine,178.7,310.0,93.358,Female,22.3,34.0,7.54,5.3
Yellowfin Tuna,Marine,263.9,181.6,266.349,Juvenile,4.3,33.3,7.65,2.5
Albacore Tuna,Marine,309.7,124.2,67.819,Juvenile,4.0,33.6,7.6,6.4
Blue Marlin,Marine,750.2,402.5,792.684,Juvenile,3.0,36.4,8.16,9.1
Swordfish,Marine,438.8,434.1,571.786,Juvenile,2.2,33.9,8.26,1.9
Swordfish,Marine,502.0,263.9,556.09,Male,3.4,34.4,8.13,6.6
Swordfish,Marine,652.4,405.9,628.305,Juvenile,1.9,35.1,7.52,3.3
Blue Marlin,Marine,509.7,538.7,1007.91,Juvenile,1.8,35.8,7.57,23.8
Blue Marlin,Marine,774.8,390.0,641.19,Male,3.8,34.5,7.79,16.6
Swordfish,Marine,750.4,399.7,409.009,Juvenile,4.9,34.0,8.29,6.3
Swordfish,Marine,135.7,260.0,489.222,Male,21.7,36.2,7.88,3.8
Swordfish,Marine,293.3,380.7,507.81,Male,2.1,34.4,7.79,6.9
Yellowfin Tuna,Marine,847.1,250.5,203.743,Female,2.8,36.7,7.83,3.2
Yellowfin Tuna,Marine,173.4,184.5,258.935,Juvenile,21.8,34.3,7.85,2.8
Wahoo,Marine,74.0,236.1,92.965,Female,24.7,35.6,7.52,4.5
Blue Marlin,Marine,532.0,359.2,1065.379,Male,4.9,35.6,7.82,19.7
Mahi-Mahi,Marine,137.0,200.2,30.838,Male,29.2,36.8,8.17,2.0
Sailfish,Marine,5.1,303.8,67.887,Female,21.0,33.2,8.23,7.0
Yellowfin Tuna,Marine,27.5,212.3,192.918,Juvenile,18.6,34.3,7.88,3.8
Wahoo,Marine,228.8,246.2,83.771,Juvenile,2.4,36.0,8.08,4.0
Albacore Tuna,Marine,235.2,144.1,51.354,Male,5.2,35.7,7.65,7.1
Bluefin Tuna,Marine,613.4,313.7,677.723,Juvenile,2.3,35.7,8.28,16.7
Wahoo,Marine,225.6,288.1,96.678,Male,1.2,33.8,8.14,5.0
Sailfish,Marine,181.2,291.0,89.713,Juvenile,25.2,33.1,7.89,5.7
Swordfish,Marine,567.6,409.7,563.65,Juvenile,2.9,36.0,7.71,7.2
Bluefin Tuna,Marine,284.8,359.5,599.589,Male,5.7,34.3,8.21,11.9
Mahi-Mahi,Marine,147.8,188.7,47.826,Female,18.2,35.0,8.15,2.2
Wahoo,Marine,200.6,242.2,74.478,Male,5.7,35.9,7.97,2.2
Sailfish,Marine,33.7,402.0,106.773,Juvenile,18.4,34.8,7.93,4.7
Albacore Tuna,Marine,263.1,140.7,72.98,Female,4.4,34.9,7.99,5.2
Wahoo,Marine,110.8,249.1,89.277,Male,28.7,36.0,8.08,2.1
Albacore Tuna,Marine,135.4,141.9,63.975,Juvenile,28.6,35.4,7.73,5.4
Bluefin Tuna,Marine,588.8,365.2,535.943,Female,1.7,36.3,8.23,26.5
Bluefin Tuna,Marine,666.9,327.6,455.994,Juvenile,3.5,36.7,8.39,16.0
Bluefin Tuna,Marine,449.3,447.4,709.455,Male,4.8,35.9,8.06,21.2
Mahi-Mahi,Marine,112.2,194.2,31.252,Female,29.6,36.8,7.74,3.4
Wahoo,Marine,60.4,262.4,126.536,Juvenile,23.1,33.6,7.74,4.9
Sailfish,Marine,91.7,264.8,84.416,Juvenile,24.8,35.8,7.93,8.7
Blue Marlin,Marine,685.1,449.9,713.812,Juvenile,4.5,35.6,7.84,13.8
Mahi-Mahi,Marine,221.2,201.7,44.448,Male,2.5,33.1,7.59,1.2
Yellowfin Tuna,Marine,492.0,199.6,176.535,Female,6.0,36.4,8.16,4.0
Blue Marlin,Marine,598.8,434.6,773.171,Female,1.5,36.5,8.3,15.4
Blue Marlin,Marine,292.5,498.1,799.403,Female,2.5,34.8,7.95,12.6
Sailfish,Marine,246.1,308.4,94.316,Juvenile,4.5,35.5,8.38,0.7
Wahoo,Marine,172.3,241.0,77.422,Juvenile,29.0,37.0,8.1,3.4
Swordfish,Marine,407.5,370.7,603.796,Female,4.7,36.0,7.51,2.9
Sailfish,Marine,350.0,315.0,91.996,Male,1.4,33.2,7.84,9.8
Albacore Tuna,Marine,330.2,139.1,76.185,Female,5.2,34.4,7.85,8.5
Blue Marlin,Marine,527.1,518.7,916.179,Juvenile,1.4,36.5,7.75,9.3
Blue Marlin,Marine,591.0,575.2,965.419,Juvenile,5.4,33.9,7.71,14.9
Blue Marlin,Marine,746.7,442.3,756.424,Female,1.4,34.6,7.54,10.6
Sailfish,Marine,164.0,329.0,43.502,Male,22.6,34.5,8.36,6.7
Mahi-Mahi,Marine,275.7,177.7,50.359,Female,2.7,33.0,8.33,3.2
Wahoo,Marine,189.4,262.7,85.572,Male,26.9,37.0,7.99,3.4
Sailfish,Marine,184.6,231.9,105.813,Juvenile,27.9,34.4,7.65,6.8
Bluefin Tuna,Marine,0.0,389.2,617.077,Female,29.3,36.0,8.18,10.9
Mahi-Mahi,Marine,32.1,216.2,34.487,Female,19.7,36.0,8.23,1.7
Albacore Tuna,Marine,49.8,131.2,62.101,Juvenile,20.7,34.8,8.19,6.4
Mahi-Mahi,Marine,45.5,196.1,41.499,Juvenile,23.2,33.0,7.92,4.9
Blue Marlin,Marine,688.4,504.4,939.348,Female,5.1,33.3,8.19,15.5
Swordfish,Marine,800.0,463.7,471.432,Juvenile,3.3,36.8,7.93,3.8
Wahoo,Marine,18.0,228.8,90.136,Juvenile,20.8,36.1,7.97,2.7
Wahoo,Marine,200.7,235.9,88.347,Female,4.2,36.5,7.78,1.9
Wahoo,Marine,175.6,277.0,78.385,Juvenile,28.1,33.9,8.3,0.2
Wahoo,Marine,232.6,273.1,78.753,Female,2.6,33.5,8.19,6.7
Mahi-Mahi,Marine,177.8,191.4,40.117,Male,23.6,34.4,8.12,1.7
Wahoo,Marine,159.5,240.9,72.101,Male,28.4,34.0,8.12,4.9
Albacore Tuna,Marine,212.5,91.7,72.664,Male,1.9,35.5,8.24,9.6
Sailfish,Marine,38.5,307.9,94.637,Female,24.1,34.0,7.96,7.8
Bluefin Tuna,Marine,725.7,329.3,754.621,Female,5.6,36.3,7.61,10.8
Blue Marlin,Marine,385.0,537.1,935.346,Male,5.6,33.7,7.84,11.8
Yellowfin Tuna,Marine,522.5,253.0,207.386,Juvenile,3.2,36.3,8.37,2.3
Wahoo,Marine,102.2,254.5,67.616,Male,24.4,35.1,8.19,6.1
Blue Marlin,Marine,114.5,500.5,859.208,Juvenile,18.5,33.8,7.93,18.6
Bluefin Tuna,Marine,729.9,384.7,667.104,Female,2.3,36.6,8.06,14.1
Mahi-Mahi,Marine,139.3,224.7,49.344,Male,29.7,35.6,8.22,2.0
Albacore Tuna,Marine,0.0,109.9,80.629,Female,25.1,33.9,8.05,6.8
Sailfish,Marine,300.0,311.0,103.431,Female,5.0,34.0,7.85,7.6
Wahoo,Marine,81.5,221.0,79.427,Juvenile,21.0,36.2,8.19,5.0
Swordfish,Marine,486.1,384.0,558.935,Juvenile,3.2,33.9,8.25,3.4
Wahoo,Marine,204.7,282.7,44.027,Male,2.2,35.3,7.63,6.7
Mahi-Mahi,Marine,259.5,183.6,44.018,Juvenile,5.5,35.8,7.74,3.4
Mahi-Mahi,Marine,83.3,165.7,36.568,Juvenile,23.4,35.0,8.29,1.5
Yellowfin Tuna,Marine,183.1,164.8,130.426,Male,23.7,35.4,7.95,2.8
Mahi-Mahi,Marine,135.4,218.0,22.932,Male,23.5,35.4,8.13,0.8
Swordfish,Marine,57.2,338.4,624.966,Male,29.8,35.3,7.87,3.4
Yellowfin Tuna,Marine,360.9,246.0,170.169,Male,3.0,36.1,7.62,4.4
Blue Marlin,Marine,665.7,464.7,567.486,Juvenile,4.3,36.5,7.57,11.7
Mahi-Mahi,Marine,146.2,201.9,36.864,Juvenile,21.4,35.8,7.69,2.2
Albacore Tuna,Marine,600.0,159.6,54.015,Juvenile,5.4,34.5,7.99,3.7
Mahi-Mahi,Marine,215.1,173.0,45.771,Male,2.9,34.4,7.83,2.1
Sailfish,Marine,154.1,292.4,102.643,Male,26.3,36.2,7.78,7.2
Bluefin Tuna,Marine,602.6,295.0,699.459,Juvenile,4.3,34.2,7.65,10.1
Sailfish,Marine,282.9,304.3,115.733,Female,2.1,34.9,7.74,4.7
Bluefin Tuna,Marine,699.0,464.4,460.562,Juvenile,2.3,33.3,7.91,19.1
Blue Marlin,Marine,721.9,489.2,901.073,Male,3.5,36.7,8.32,9.3
Swordfish,Marine,526.2,353.1,805.341,Juvenile,1.6,33.7,7.59,7.4
Bluefin Tuna,Marine,260.3,444.9,463.3,Female,2.3,33.0,8.07,23.9
Swordfish,Marine,612.6,388.6,646.888,Juvenile,1.7,33.9,7.57,4.4
Sailfish,Marine,0.0,398.1,88.795,Female,28.2,33.2,8.25,6.3
Swordfish,Marine,188.5,453.7,727.165,Male,19.1,35.6,8.34,7.6
Wahoo,Marine,211.2,263.1,105.493,Juvenile,1.2,35.4,7.95,8.1
Bluefin Tuna,Marine,358.4,412.0,626.264,Male,5.7,34.1,7.54,16.5
Swordfish,Marine,317.7,427.2,632.335,Juvenile,1.8,36.4,7.83,6.7
Mahi-Mahi,Marine,63.1,207.1,43.367,Juvenile,29.3,34.4,8.0,4.3
Mahi-Mahi,Marine,250.0,244.0,31.032,Juvenile,5.1,34.5,8.29,3.6
Yellowfin Tuna,Marine,481.2,222.5,227.249,Female,5.5,33.2,7.72,3.7
Bluefin Tuna,Marine,533.5,393.8,543.812,Juvenile,3.8,34.9,8.33,16.3
Yellowfin Tuna,Marine,347.7,241.0,209.408,Female,4.6,35.9,7.57,1.9
Bluefin Tuna,Marine,162.0,432.1,648.161,Juvenile,28.0,35.2,7.9,14.0
Albacore Tuna,Marine,62.4,143.2,58.367,Female,20.0,33.6,7.75,6.5
Wahoo,Marine,309.5,262.7,100.172,Female,1.2,36.0,8.3,4.9
Mahi-Mahi,Marine,117.2,202.9,29.719,Male,23.5,34.1,7.82,2.2
Blue Marlin,Marine,1000.0,506.0,761.455,Juvenile,4.9,34.1,8.11,9.3
Swordfish,Marine,586.2,309.8,496.508,Female,4.0,37.0,8.32,7.1
Yellowfin Tuna,Marine,503.6,163.7,143.555,Juvenile,5.0,36.6,8.38,2.5
